author	video_id	likes	replies
16	YqGNT9pjHqA	0	0
16	nhXbdSaCddw	0	0
16	DuFVDFWoU6s	1	0
16	JL-YSV2IRmA	1	0
16	7Nt2B8eDyQ4	2	0
16	2HUCYeIudxY	1	0
16	p66279AuF20	0	0
16	w2rNRRGJ_nU	2	0
16	wSHXGbg7JEA	0	0
16	HTUSRJeIKzc	0	0
16	Jsxu-oRavGE	0	0
16	QHXZDojzs4s	0	0
16	VxfOsJP4UNM	0	0
16	HQtQEx9BLZM	0	0
16	1AJhkGCKHZY	0	0
16	-bLGGSYQxtM	0	0
16	aBOQRESjUZk	0	0
16	bgh2tDobWig	0	0
16	eVBH4UbcAdw	1	0
16	c47j1cl5cB8	0	0
17	nOaSnt1SwDA	0	0
18	k5YVf8pmDk0	0	0
19	ecfASsAiFI4	1	0
19	BMpnuiMrDF0	2	0
19	7DHuCXRYFqE	0	0
19	ALj5MKjy2BU	1	0
19	V_QijmhTIpk	2	2
19	HhKYQTikQUA	8	0
19	6WlODdTnlBY	0	0
19	QwX4j1EJQzc	3	0
19	pAUy9moXluM	1	0
19	GqYXco79J38	1	0
19	tsAkM_ADGNM	1	0
19	PJh57qg_dNw	1	0
19	c6iwCQGqm5U	1	0
19	WMY3iiZGgVU	1	0
19	hpedwgBCqn0	6	1
19	CLVDJdPIoZE	13	0
19	pRpeEdMmmQ0	1	0
19	L70ygeBLTrY	3	0
20	wQE_vEk_6bg	0	0
20	Wrz-ZvHtdmg	0	0
20	nW6ywbSD6aY	0	0
20	SL4LbDixa8c	7	0
20	hnAOEw4onLg	0	0
20	HbxPQwjKHf4	2	0
20	CPKq9sDIs2M	2	0
20	MeTfUWcvPIU	0	0
20	PsVoDnk_87Q	0	0
20	wQE_vEk_6bg	0	0
20	zH2nR8Zj3pA	0	0
20	518tXXX5jRs	0	0
22	Shy00unVVJk	0	0
23	v-cVtkuu-zc	0	0
24	8Y_nTrdS_HY	0	0
24	LTnsJfu-Zbk	1	0
24	skj-ALA1HFE	0	0
24	ZhIsAZO5gl0	1	0
24	K0siYUjV9UM	0	0
24	BY8Gcogiu0M	0	0
24	P5a-GR80oSw	0	0
24	LCCiwPEdEpg	0	0
24	D-pm_VXug1o	0	0
24	2Yz6TGWgclU	0	0
24	ko7qunEkmzE	0	0
24	FHa0WsiePRM	0	0
24	z1oAJobeMYA	2	0
24	IGbfJv1ia7c	0	0
24	lVPSTkYihCY	0	0
24	_ndvkNuB76U	0	0
24	MeWMwwRfwFI	0	0
24	ouE8NnLH1_0	0	0
24	BoohcL82aTU	1	0
24	AExILCe0jlM	2	0
24	_E2r2vOlqvA	0	0
24	g9VjiTDbVDk	46	0
24	u1yVCeXYya4	0	0
24	x7gWor94Fw8	0	0
24	l-xLx8HHx_I	0	0
24	yXvyJDqqQec	0	0
24	3DxI1hRCBEI	0	0
24	dcpCaUqLeBg	4	0
24	-xm5DMQukgY	1	1
24	p9NDLWC_CZ0	0	0
24	8vpJ_smqsQg	0	0
24	9SxOGRV-H1s	0	0
24	OgJbG-xUrrA	0	0
24	cvehhXaFh8U	0	0
24	a6JSJDQfxRo	0	0
24	tHqFWYYOUAM	0	0
24	8YfaI0H0L14	0	0
24	n_Lh4MFiw08	3	0
24	cArm5uqUv8Q	0	0
24	yXvyJDqqQec	1	0
24	n_Lh4MFiw08	13	1
24	29ddHuxe68w	0	0
24	J4CG8DYkp9A	0	0
24	ckCKG6JbQJg	1	0
24	hIKFEkO3Qss	0	0
24	ko7qunEkmzE	0	0
24	H0GeGuy7AqE	0	0
24	1zr_ZRPmVxI	0	0
24	G3RqyqYjNFg	0	0
24	CodtdeXZhJA	0	0
24	6mWNszrJm3Q	0	0
25	l-RzJVQYPi0	0	0
25	q5cmDRKFXRI	0	0
25	nPDLuCLJaxk	0	0
25	J2HytHu5VBI	0	0
25	RSXiNSiiCsg	0	0
25	xPfF0mSOE4o	0	0
25	Xp4Y2nCNNS8	0	0
25	Fiiyo1JgRKM	0	0
25	AA9tBGX-q5s	0	0
26	dPuH_bJIX6o	0	0
26	CPUB97ilIqE	0	0
26	SXiSVQZLje8	0	0
26	3rUeTGqsncs	0	0
26	kpFeXSN3fW8	0	0
26	SXiSVQZLje8	0	0
26	1ymgbVWpG3Q	1	0
26	oLp-QwBJy2E	0	0
26	Cg_2xecKTDQ	0	0
26	enRD2msVjuU	0	0
26	ouXj17me6Ww	0	0
26	MRJsjC5UOzU	0	0
26	whLwUXVZ2CY	0	0
26	vwB8elIheoc	0	0
26	Q4PUrDjiVIw	0	0
26	4NJlUribp3c	0	0
26	whLwUXVZ2CY	0	0
26	uxhRMfd2MaA	0	0
26	o-R0T2VE_VA	0	0
26	w3rRzSsCxQ0	0	0
26	Tbe4Yr6VG64	0	0
26	-v0sNmR9UNQ	0	0
26	o-R0T2VE_VA	0	0
26	1KrNOoTkT-U	0	0
26	EStbCksemkc	0	0
26	0CIta3EE2Nc	0	0
26	dgwnZvn5llI	0	0
26	nw2wZRPcbCc	0	0
26	VwsPSO896Nc	0	0
26	pyIwffh5EKE	0	0
26	gGJTAi6A92o	0	0
26	IRAJoghOa7c	0	0
26	5iZRxwWDBdE	0	0
27	hz3qAtM1ugM	0	0
27	f6vB2bfOskA	0	0
27	n2-o_UPNkQI	0	1
27	n2-o_UPNkQI	0	0
27	Hb-TWv0Qe24	0	3
27	Hb-TWv0Qe24	0	0
27	3yJS9xoQEYE	0	0
27	7vrdsv09DzA	0	0
27	ancb4bokQMg	0	0
27	YQKEJyDiIZc	0	0
27	5AyZuVnTL1E	0	0
27	Dde1g9taoFI	0	0
27	3CQOxUeXmaE	0	0
27	udBgnu1hbLU	0	0
27	ekt-AkcX0DA	0	0
27	JIc37uA1lbE	0	0
27	mOaRErl5mhI	0	0
27	p8tPDSGGLn8	0	0
27	KonlPowalAY	0	0
27	5eDgZLvPEsc	0	0
27	llh5sKQh_8Y	0	0
27	vFEH5y6Y8jY	0	0
27	EZ3IWCcfab8	0	0
27	cwozpv2YXUI	0	0
27	JIc37uA1lbE	1	0
27	iAFBQy9XnnE	0	0
27	1h7fLxTuH8c	0	0
27	c4EJ95iYvyk	0	0
27	9jqNpWe6R6g	0	0
27	shnnkjzlCNg	0	0
28	oMRt0IfNwGk	0	0
28	k9VA4LoFvok	0	0
28	8R7EnvacgZM	0	0
28	hK9HtkmWD7A	0	0
28	xggUqTlfLus	0	0
28	n-xTLDU6LT4	0	0
28	PpNQpCBr4rw	0	0
29	qb1qXOJcv9A	0	0
29	lnDxoafKr6w	2	1
29	l17BAhY2SmE	0	0
29	nmqBnKbrtFw	1	0
29	YW3Y1glTqPs	0	0
29	eBhOhGvTfdk	1	2
29	eBhOhGvTfdk	1	0
29	1slK30YHOUE	0	0
29	36_o_xByBz4	1	0
29	a5vg_Yi42Ok	0	0
29	UnyGPHbngpc	0	0
29	CUapPhdM7nc	0	0
29	CcGlQHvJka8	0	0
29	58UDi0EJHPE	1	2
29	58UDi0EJHPE	0	0
29	MXg7FhxKMGc	0	0
29	BHLBaOASC74	0	0
29	MYbDtEx83fo	1	0
29	RV0JDST03ew	1	1
29	1t0-p6Uda_k	0	0
